0,1,2,3,4,5
1642448640000,42257.0,42268.0,42253.0,42265.0,15824.8396
1642448700000,42265.0,42265.0,42216.0,42240.0,20289.8585
1642448760000,42240.0,42249.0,42233.0,42242.0,19034.9035
1642448820000,42242.0,42252.0,42235.0,42251.0,10358.661
1642448880000,42251.0,42252.0,42228.0,42235.0,15058.6583
1642448940000,42235.0,42252.0,42230.0,42249.0,10608.5402
1642449000000,42249.0,42266.0,42235.0,42262.0,4238.5272
1642449060000,42262.0,42266.0,42256.0,42266.0,16348.2425
1642449120000,42266.0,42266.0,42255.0,42261.0,245.087
1642449180000,42261.0,42280.0,42256.0,42280.0,21206.0496
1642449240000,42280.0,42304.0,42276.0,42302.0,163792.154
1642449300000,42302.0,42319.0,42294.0,42303.0,32054.0312
1642449360000,42301.0,42308.0,42236.0,42251.0,73749.9453
1642449420000,42251.0,42273.0,42250.0,42261.0,37514.03
1642449480000,42261.0,42270.0,42252.0,42257.0,19293.8473
1642449540000,42257.0,42263.0,42241.0,42245.0,10189.2543
1642449600000,42245.0,42256.0,42231.0,42256.0,58976.4092
1642449660000,42256.0,42297.0,42256.0,42297.0,19422.2023
1642449720000,42297.0,42309.0,42282.0,42282.0,20994.2584
1642449780000,42282.0,42294.0,42261.0,42286.0,31565.5589
1642449840000,42286.0,42300.0,42270.0,42287.0,58493.4011
1642449900000,42287.0,42302.0,42259.0,42259.0,4089.5689
1642449960000,42259.0,42264.0,42258.0,42263.0,46.4884
1642450020000,42263.0,42263.0,42240.0,42240.0,214161.7818
1642450080000,42240.0,42259.0,42238.0,42257.0,1144.8412
1642450140000,42257.0,42257.0,42237.0,42241.0,7152.1345
1642450200000,42241.0,42258.0,42238.0,42238.0,1153.3889
1642450260000,42238.0,42240.0,42210.0,42213.0,57423.9609
1642450320000,42213.0,42217.0,42197.0,42197.0,2827.9107
1642450380000,42197.0,42203.0,42194.0,42194.0,3924.4946
1642450440000,42194.0,42213.0,42191.0,42209.0,4359.3078
1642450500000,42209.0,42225.0,42200.0,42224.0,5408.6149
1642450560000,42224.0,42239.0,42220.0,42220.0,10345.0647
1642450620000,42218.0,42220.0,42204.0,42205.0,26120.088
1642450680000,42205.0,42226.0,42190.0,42206.0,52609.9368
1642450740000,42206.0,42225.0,42206.0,42225.0,1325.7705
1642450800000,42225.0,42232.0,42208.0,42232.0,71.7758
1642450860000,42232.0,42249.0,42232.0,42242.0,31571.1404
1642450920000,42242.0,42249.0,42235.0,42240.0,2374.3258
1642450980000,42240.0,42265.0,42238.0,42258.0,30516.5516
1642451040000,42258.0,42275.0,42255.0,42275.0,24114.3145
1642451100000,42275.0,42275.0,42255.0,42255.0,2248.4501
1642451160000,42255.0,42258.0,42243.0,42243.0,59613.1571
1642451220000,42241.0,42243.0,42216.0,42243.0,65597.419
1642451280000,42243.0,42245.0,42205.0,42207.0,111546.8879
1642451340000,42207.0,42207.0,42191.0,42207.0,4283.6925
1642451400000,42207.0,42213.0,42144.0,42144.0,69422.5088
1642451460000,42144.0,42168.0,42144.0,42148.0,4392.341
1642451520000,42148.0,42179.0,42148.0,42171.0,13275.563
1642451580000,42171.0,42171.0,42156.0,42157.0,1391.3066
1642451640000,42157.0,42162.0,42139.0,42155.0,5529.6692
1642451700000,42155.0,42155.0,42117.0,42119.0,70309.4876
1642451760000,42119.0,42120.0,42103.0,42114.0,9571.716
1642451820000,42114.0,42120.0,42089.0,42116.0,26372.8724
1642451880000,42116.0,42116.0,42072.0,42072.0,66643.1106
1642451940000,42073.0,42102.0,42072.0,42074.0,21409.7943
1642452000000,42074.0,42087.0,42062.0,42077.0,4682.2863
1642452060000,42077.0,42079.0,42020.0,42038.0,46102.6876
1642452120000,42038.0,42091.0,42038.0,42080.0,38922.5399
1642452180000,42080.0,42098.0,42080.0,42098.0,3021.5448
1642452240000,42098.0,42119.0,42094.0,42101.0,31596.3591
1642452300000,42101.0,42144.0,42101.0,42144.0,56622.6843
1642452360000,42144.0,42152.0,42141.0,42141.0,4058.8049
1642452420000,42141.0,42145.0,42134.0,42137.0,6982.0069
1642452480000,42137.0,42137.0,42090.0,42090.0,20075.3502
1642452540000,42090.0,42100.0,42066.0,42077.0,17905.091
1642452600000,42077.0,42107.0,42077.0,42103.0,24551.109
1642452660000,42103.0,42130.0,42095.0,42124.0,7910.802
1642452720000,42124.0,42132.0,42122.0,42131.0,11147.4053
1642452780000,42131.0,42137.0,42128.0,42132.0,15855.3867
1642452840000,42132.0,42135.0,42122.0,42129.0,8202.2343
1642452900000,42129.0,42135.0,42126.0,42126.0,30509.0192
1642452960000,42126.0,42136.0,42126.0,42135.0,6117.9601
1642453020000,42135.0,42141.0,42135.0,42140.0,678.4063
1642453080000,42140.0,42152.0,42131.0,42134.0,28923.6684
1642453140000,42134.0,42134.0,42087.0,42087.0,17302.9938
