0,1,2,3,4,5
1637226000000,0.0711275,0.0711725,0.07078,0.07093,24.15905501
1637229600000,0.07093,0.07094,0.0708,0.0708975,19.3349065
1637233200000,0.0708975,0.0708975,0.07066,0.07073,7.1259890075
1637236800000,0.0707425,0.070795,0.07052,0.07074,37.4057459175
1637240400000,0.07074,0.0707775,0.070405,0.0704825,12.6733238125
1637244000000,0.0704825,0.070555,0.0702425,0.0702825,11.197117155
1637247600000,0.0702825,0.0704475,0.069785,0.0700725,47.6109965325
1637251200000,0.0700725,0.07013,0.06965,0.0698375,39.61858694
1637254800000,0.0698375,0.07035,0.06982,0.07014,29.5788672425
1637258400000,0.07014,0.0703975,0.07005,0.0702225,14.365957765
1637262000000,0.0702225,0.07036,0.0699675,0.0701675,18.324931095
1637265600000,0.0701675,0.070305,0.06987,0.0700325,12.1409177
1637269200000,0.0700325,0.07008,0.0698125,0.069845,11.864380525
1637272800000,0.069845,0.07028,0.0696975,0.0701725,36.73256298
1637276400000,0.0701725,0.07034,0.0698125,0.07025,13.82577722
1637280000000,0.07025,0.07139,0.07007,0.071375,31.4365579225
1637283600000,0.071375,0.0716625,0.07118,0.0712675,22.3736545175
1637287200000,0.0712675,0.0716,0.0712675,0.0713775,94.6765228825
1637290800000,0.0713775,0.0717825,0.0713,0.0717575,25.7255990125
1637294400000,0.0717575,0.0721025,0.0717575,0.0720425,35.7163070875
1637298000000,0.0720425,0.0723825,0.071935,0.072315,53.8145444075
1637301600000,0.072315,0.0724175,0.0721375,0.07215,10.65187354
1637305200000,0.07215,0.0725,0.0721275,0.0725,51.7403040975
1637308800000,0.0725,0.072685,0.072405,0.07261,27.73890501
1637312400000,0.07261,0.072885,0.07257,0.072885,73.0965729
1637316000000,0.072885,0.0729225,0.07277,0.0728725,42.549563525
1637319600000,0.0728725,0.072895,0.072505,0.0726675,18.0538979625
1637323200000,0.0726675,0.0728075,0.07254,0.0727775,12.6287863575
1637326800000,0.072775,0.0729975,0.07268,0.0729975,14.465049235
1637330400000,0.0729975,0.0731225,0.0726125,0.072985,187.6286660875
1637334000000,0.072985,0.073115,0.07281,0.072865,47.0094303975
1637337600000,0.072865,0.073105,0.072835,0.07308,15.441930945
