Time,Open,High,Low,Close,Vol
1643088600000,35857.32,36029.99,35828.56,36021.91,257.19723
1643089500000,36021.91,36090.02,35962.43,36054.81,159.89705
1643090400000,36054.81,36150.92,36000.15,36008.44,321.23248
1643091300000,36008.44,36055.29,35944.13,35986.08,211.99602
1643092200000,35986.08,36118.05,35913.0,35913.01,337.715
1643093100000,35913.01,35970.42,35835.01,35843.89,308.03123
1643094000000,35843.89,35934.7,35703.0,35724.95,423.34358
1643094900000,35724.94,35893.78,35701.0,35871.37,531.04174
1643095800000,35871.38,36062.26,35864.38,36061.8,1024.97484
1643096700000,36059.98,36106.0,35963.61,36044.01,324.75596
1643097600000,36044.01,36339.78,36003.3,36330.95,858.92779
1643098500000,36330.95,36564.07,36144.41,36172.59,819.0216
1643099400000,36172.59,36244.18,36032.05,36226.21,523.4464
1643100300000,36226.21,36320.73,36050.0,36070.55,385.31578
1643101200000,36070.55,36247.32,36040.01,36192.57,380.41843
1643102100000,36192.57,36409.51,36175.58,36383.18,490.74933
1643103000000,36383.18,36435.46,36271.84,36311.53,461.64985
1643103900000,36311.53,36510.0,36304.1,36409.42,400.12746
1643104800000,36409.42,36653.83,36336.67,36560.24,635.66362
1643105700000,36560.23,36800.0,36448.99,36484.49,698.81808
1643106600000,36484.48,36515.0,36304.53,36316.5,463.23415
1643107500000,36316.51,36448.82,36287.89,36430.39,321.33453
1643108400000,36430.38,36580.01,36348.35,36550.61,481.9861
1643109300000,36550.61,36600.44,36227.52,36271.21,502.1088
1643110200000,36271.2,36396.0,36231.81,36334.9,321.13273
1643111100000,36334.9,36479.19,36300.86,36406.0,366.63353
1643112000000,36406.0,36457.0,36244.56,36304.88,497.38351
1643112900000,36304.87,36469.0,36201.68,36443.87,420.19666
1643113800000,36443.87,36777.77,36396.02,36656.09,967.94001
1643114700000,36656.09,36673.14,36500.0,36519.13,354.00569
1643115600000,36519.12,36579.99,36334.27,36423.78,464.46817
1643116500000,36425.84,36546.92,36266.14,36303.64,655.62217
1643117400000,36303.63,36444.0,36259.1,36421.57,464.13785
1643118300000,36423.52,36531.6,36346.08,36498.0,423.94756
1643119200000,36497.39,36631.37,36380.0,36612.41,469.86537
1643120100000,36611.86,36888.0,36560.74,36590.29,1031.18834
1643121000000,36590.27,37149.42,36461.38,36820.31,2171.65916
1643121900000,36820.3,36835.4,36252.0,36299.99,1820.55237
1643122800000,36299.99,36456.95,35967.33,36439.93,1683.19632
1643123700000,36437.47,36680.0,36272.07,36655.26,774.28229
1643124600000,36655.26,36707.51,36347.28,36707.51,782.29144
1643125500000,36707.51,36780.0,36483.46,36530.0,703.43289
1643126400000,36530.0,36747.08,36492.48,36596.74,564.88288
1643127300000,36593.47,36931.9,36559.99,36775.75,669.85857
1643128200000,36779.75,36880.74,36652.54,36869.86,574.02688
1643129100000,36869.85,37086.64,36816.13,36837.7,804.30998
1643130000000,36837.7,37220.0,36800.0,37201.97,830.90185
1643130900000,37201.97,37481.75,37103.19,37330.87,1190.94571
1643131800000,37330.87,37442.35,37139.75,37425.3,523.02086
1643132700000,37425.31,37456.99,37054.61,37273.33,754.20996
1643133600000,37273.32,37296.27,37120.0,37265.26,435.87254
1643134500000,37265.25,37545.14,37240.0,37421.34,592.33104
1643135400000,37421.33,37499.77,37258.04,37282.35,565.78879
1643136300000,37282.34,37377.78,37252.74,37320.08,509.99355
1643137200000,37320.08,37371.26,37159.77,37354.95,440.69741
1643138100000,37353.22,37421.0,37137.84,37164.7,475.80441
1643139000000,37164.71,37226.44,36920.01,37202.34,677.27582
1643139900000,37200.95,37276.43,37063.25,37067.13,345.61911
1643140800000,37067.13,37084.21,36810.06,36838.01,581.56695
1643141700000,36838.0,36990.0,36757.63,36778.57,406.37025
1643142600000,36778.57,37103.15,36616.35,37004.51,740.29676
1643143500000,37004.52,37100.0,36798.4,36859.79,431.80065
1643144400000,36859.8,36905.87,36608.0,36721.14,347.78104
1643145300000,36721.14,36736.43,36500.0,36545.45,470.7657
1643146200000,36545.44,36626.86,36421.56,36520.01,398.26434
1643147100000,36520.0,36654.99,36444.43,36556.04,290.63165
1643148000000,36556.04,36683.01,36553.8,36622.7,176.46457
1643148900000,36622.7,36653.98,36432.73,36593.15,192.53373
1643149800000,36596.97,36787.2,36539.25,36612.26,213.57173
1643150700000,36612.26,36791.16,36609.33,36791.16,138.6256
1643151600000,36791.16,36858.32,36707.34,36763.36,222.41128
1643152500000,36763.36,36972.49,36761.33,36927.12,280.51084
1643153400000,36929.28,36973.57,36832.71,36925.29,186.82549
1643154300000,36925.29,37042.53,36866.48,36958.32,205.0831
1643155200000,36958.32,37000.0,36783.39,36815.81,290.62725
1643156100000,36815.82,36900.0,36728.3,36848.54,243.00937
1643157000000,36848.68,36910.07,36783.56,36813.57,237.20125
1643157900000,36813.58,36843.25,36560.16,36638.5,365.02835
1643158800000,36638.55,36742.32,36550.2,36570.32,672.0932
1643159700000,36570.32,36745.66,36560.52,36723.79,450.78016
1643160600000,36723.79,36724.01,36582.76,36699.73,177.79298
1643161500000,36699.74,36916.23,36692.76,36851.85,320.87313
1643162400000,36851.85,37047.83,36838.0,37012.71,255.06383
1643163300000,37012.71,37021.61,36885.21,36896.45,203.20543
1643164200000,36896.44,36968.66,36835.24,36865.92,253.54521
1643165100000,36866.01,36899.01,36784.7,36812.89,323.06759
1643166000000,36812.9,37050.0,36790.81,37016.67,531.97174
1643166900000,37016.67,37234.48,36965.2,37153.99,767.94232
1643167800000,37153.98,37437.14,37153.98,37386.25,805.32533
1643168700000,37386.25,37522.24,37344.84,37389.76,944.51054
1643169600000,37389.77,37444.0,37293.8,37328.14,372.99339
1643170500000,37328.13,37356.99,37248.87,37320.01,407.79227
1643171400000,37320.01,37380.0,37272.8,37358.1,280.93845
1643172300000,37358.1,37876.8,37358.09,37789.73,1580.26254
1643173200000,37789.73,37890.0,37600.0,37600.0,574.92808
1643174100000,37600.0,37732.72,37590.01,37707.87,351.0636
1643175000000,37707.88,37870.74,37650.0,37858.34,272.54485
1643175900000,37858.34,37974.43,37600.0,37600.0,685.69388
1643176800000,37600.01,37677.23,37583.68,37618.53,326.50434
1643177700000,37618.53,37798.46,37440.85,37467.4,581.77134
1643178600000,37467.4,37521.11,37250.0,37448.43,797.03022
1643179500000,37448.44,37450.0,37202.47,37288.56,545.09177
1643180400000,37288.56,37333.86,37109.37,37169.76,503.64044
1643181300000,37169.76,37280.0,37132.16,37199.08,436.1638
