Time,Open,High,Low,Close,Vol
1600041600000,10332.84,10750.0,10212.34,10671.77,67059.291361
1600128000000,10671.77,10930.04,10606.48,10785.31,61822.452786
1600214400000,10785.23,11093.0,10661.22,10954.01,64991.51244
1600300800000,10954.01,11045.46,10745.83,10939.99,55601.614529
1600387200000,10940.0,11038.03,10812.84,10933.39,47266.728275
1600473600000,10933.4,11179.79,10887.37,11080.65,38440.036858
1600560000000,11080.64,11080.64,10723.0,10920.28,39157.922565
1600646400000,10920.28,10988.86,10296.35,10417.22,70683.431179
1600732800000,10417.22,10572.71,10353.0,10529.61,43991.235476
1600819200000,10529.61,10537.15,10136.82,10241.46,51876.568079
1600905600000,10241.46,10795.24,10190.93,10736.32,57676.619427
1600992000000,10736.33,10760.53,10556.24,10686.67,48101.117008
1601078400000,10686.57,10820.94,10644.68,10728.6,28420.836659
1601164800000,10728.59,10799.0,10594.82,10774.25,30549.483253
1601251200000,10774.26,10950.0,10626.0,10696.12,50095.251734
1601337600000,10696.11,10867.54,10635.87,10840.48,41874.898399
1601424000000,10840.58,10849.34,10665.13,10776.59,39596.027322
1601510400000,10776.59,10920.0,10437.0,10619.13,60866.332893
1601596800000,10619.13,10664.64,10374.0,10570.4,50130.393705
1601683200000,10570.4,10603.56,10496.46,10542.06,22298.221341
1601769600000,10542.07,10696.87,10517.87,10666.63,23212.001595
1601856000000,10666.62,10798.0,10615.64,10792.21,34025.761653
1601942400000,10792.2,10800.0,10525.0,10599.66,48674.740471
1602028800000,10599.65,10681.87,10546.17,10666.39,32811.990279
1602115200000,10666.4,10950.0,10530.41,10925.57,51959.691572
1602201600000,10925.44,11104.64,10829.0,11050.64,48240.073237
1602288000000,11050.64,11491.0,11050.51,11293.22,43648.036943
1602374400000,11293.22,11445.0,11221.0,11369.02,29043.851339
1602460800000,11369.02,11720.01,11172.0,11528.25,52825.28371
1602547200000,11528.24,11557.0,11300.0,11420.56,42205.283709
1602633600000,11420.57,11547.98,11280.0,11417.89,41415.106015
1602720000000,11417.89,11617.34,11250.83,11505.12,48760.717679
1602806400000,11505.13,11541.15,11200.0,11319.32,48797.749502
1602892800000,11319.24,11402.42,11255.0,11360.2,22368.915241
1602979200000,11360.31,11505.0,11346.22,11503.14,23284.041191
1603065600000,11503.14,11823.99,11407.96,11751.47,47414.534692
1603152000000,11751.46,12038.38,11677.59,11909.99,62134.750663
1603238400000,11910.0,13217.68,11886.95,12780.96,114584.456767
1603324800000,12780.75,13185.0,12678.08,12968.52,70038.824144
1603411200000,12968.84,13027.69,12720.08,12923.07,50386.999841
1603497600000,12923.06,13166.73,12870.0,13111.73,35952.20907
1603584000000,13111.73,13350.0,12888.0,13028.83,38481.579504
1603670400000,13029.64,13238.81,12765.0,13052.19,60951.672986
1603756800000,13052.15,13789.29,13019.87,13636.17,80796.553996
1603843200000,13636.16,13859.48,12888.0,13266.4,94440.561226
1603929600000,13266.4,13642.91,12920.77,13455.7,74872.602132
1604016000000,13455.69,13669.98,13115.0,13560.1,70657.778881
1604102400000,13560.1,14100.0,13411.5,13791.0,67339.238515
1604188800000,13791.0,13895.0,13603.0,13761.5,36285.648526
1604275200000,13761.49,13830.0,13195.05,13549.37,64566.421908
