0,1,2,3,4,5
1639033200000,49620.31,50342.51,49194.33,50011.71,5825812.986789591
1639036800000,50011.72,50011.72,49240.97,49495.94,5635180.347459665
1639040400000,49505.21,49534.18,48909.76,49211.42,8863352.41700968
1639044000000,49211.42,49402.07,48909.82,49314.94,5107432.131986119
1639047600000,49314.94,49409.18,49041.37,49161.71,3342253.0473182253
1639051200000,49159.83,49612.23,48950.74,49409.96,5796356.020809184
1639054800000,49407.14,49408.9,49052.64,49333.68,4464331.61164862
1639058400000,49336.48,49433.38,48502.0,48580.0,8448301.904663574
1639062000000,48572.93,48765.55,48083.04,48462.4,11366196.243280753
1639065600000,48462.41,48823.65,48222.32,48513.49,4275985.082631813
1639069200000,48513.49,48692.65,48131.31,48167.4,3464672.0280621857
1639072800000,48167.41,48345.18,47500.0,47741.97,7322922.368281485
1639076400000,47745.64,47988.27,47562.2,47613.51,3558678.767792743
1639080000000,47613.51,47708.92,47322.0,47670.38,5580637.135143213
1639083600000,47678.3,48131.73,47572.05,47976.9,5017182.653430266
1639087200000,47976.9,48449.3,47695.75,47945.95,4726778.725917655
1639090800000,47945.95,48244.0,47530.93,47542.19,5124334.525923517
1639094400000,47542.2,48767.56,47447.3,48017.34,14562446.684039019
1639098000000,48017.34,48546.54,47785.02,48421.32,7067690.62336386
1639101600000,48421.33,48763.52,48296.69,48515.34,5607696.404918337
1639105200000,48525.58,48565.7,48232.6,48371.63,3290816.689957083
1639108800000,48371.63,48563.17,48175.35,48179.24,3311369.82078902
1639112400000,48176.76,48347.61,48060.11,48241.61,4356747.322190952
1639116000000,48241.61,48420.22,47824.51,47855.48,4776580.350554548
1639119600000,47855.48,48029.42,47566.69,47685.03,8515043.127929384
1639123200000,47685.04,48160.66,47654.39,48103.61,9452822.49504036
1639126800000,48100.01,48484.87,47874.49,48365.65,4332659.332893414
1639130400000,48365.66,48483.2,48141.54,48203.72,4617744.334488031
1639134000000,48203.72,48718.7,48202.73,48697.15,4871288.464806129
1639137600000,48709.51,49225.27,48656.83,49091.35,8355241.42403304
1639141200000,49091.34,50099.0,48860.11,49616.26,10919269.827640919
1639144800000,49611.87,49827.0,48170.11,48287.93,10961194.321010599
1639148400000,48276.88,48587.86,47756.31,47978.13,11210055.732399909
1639152000000,47978.14,47978.14,47272.72,47535.61,11836747.99523856
1639155600000,47535.59,47748.39,47301.8,47713.3,4436246.623052714
1639159200000,47715.34,48321.63,47636.61,47822.63,5357274.528133545
1639162800000,47822.66,48193.36,47635.61,48109.76,4302946.688649125
1639166400000,48101.82,48456.72,48088.22,48405.71,3718659.9383026934
1639170000000,48429.45,48513.49,47816.33,47928.19,6083861.81856837
1639173600000,47924.63,48091.34,47462.65,47521.92,3130420.3616995225
1639177200000,47532.22,47810.51,46895.56,47178.09,11495400.246189015
1639180800000,47153.88,48444.29,46772.3,47757.57,14297687.19040118
1639184400000,47754.68,48240.11,47666.66,47917.58,4698992.386316456
1639188000000,47917.58,48244.55,47908.87,48244.55,3464550.2059030104
1639191600000,48244.55,48666.66,48168.25,48300.04,4780128.781347095
1639195200000,48300.04,48599.4,48271.13,48532.55,2728209.618896107
1639198800000,48532.55,48586.95,48210.42,48315.59,3387773.6128924005
1639202400000,48315.57,48876.39,48016.19,48045.82,6915182.43136006
1639206000000,48045.83,48155.2,47787.21,48023.06,5029469.259947428
1639209600000,48024.15,48887.45,47865.33,48376.65,9814774.032282198
1639213200000,48388.0,48624.11,48137.29,48536.64,3310044.3017868614
1639216800000,48528.2,48579.55,48320.27,48379.21,2075579.8597907561
1639220400000,48381.3,48453.96,48168.88,48231.2,1849009.1578675038
1639224000000,48236.97,48565.78,48190.76,48520.09,2254338.4913082863
1639227600000,48520.08,48906.27,48218.03,48339.36,4414525.513836921
1639231200000,48347.62,48546.88,48162.02,48475.16,2816424.9812482684
1639234800000,48463.86,48765.69,48435.48,48756.16,2680973.866270074
1639238400000,48750.11,49270.54,48691.68,48987.67,4804039.263178422
1639242000000,48987.68,49034.48,48581.57,48690.75,3161217.5743303653
1639245600000,48698.38,48858.18,48574.61,48667.93,2467318.8655664553
1639249200000,48670.65,48784.91,48387.75,48400.33,2013151.6998920755
1639252800000,48405.7,48718.69,48394.4,48551.22,1090038.180103228
1639256400000,48558.15,48826.46,48403.7,48786.59,1070512.1429195309
1639260000000,48786.6,49130.57,48642.78,48825.67,1192725.9025150146
1639263600000,48825.68,49482.47,48795.89,49374.17,4460657.190376555
