,0,1,2,3,4,5
0,1601164800000,0.00537,0.00547,0.00497,0.00512,203104596.5
1,1601251200000,0.00514,0.00527,0.005,0.00501,202993885.2
2,1601337600000,0.005,0.00528,0.00488,0.0051,188062894.5
3,1601424000000,0.0051,0.00575,0.00497,0.00568,268752038.5
4,1601510400000,0.00569,0.0061,0.00504,0.00546,458123664.9
5,1601596800000,0.00547,0.00581,0.00512,0.00561,264419227.3
6,1601683200000,0.00561,0.00566,0.00539,0.00541,129594307.6
7,1601769600000,0.00541,0.00551,0.00516,0.00537,124145223.5
8,1601856000000,0.00536,0.00539,0.00522,0.00532,86386964.2
9,1601942400000,0.00532,0.00533,0.00437,0.00447,257026871.6
10,1602028800000,0.00447,0.00492,0.00435,0.00478,192291454.7
11,1602115200000,0.0048,0.00526,0.00466,0.00521,159094418.5
12,1602201600000,0.00521,0.00567,0.00512,0.00541,155431169.6
13,1602288000000,0.00542,0.00562,0.00526,0.00531,167747409.8
14,1602374400000,0.00529,0.00541,0.00519,0.0053,94012818.5
15,1602460800000,0.00528,0.00549,0.00523,0.00528,155217998.5
16,1602547200000,0.00524,0.00559,0.00524,0.00543,103646243.3
17,1602633600000,0.00542,0.00563,0.0053,0.00541,118414758.6
18,1602720000000,0.00542,0.00543,0.00497,0.00511,145348831.5
19,1602806400000,0.0051,0.00516,0.00473,0.00475,94479445.4
20,1602892800000,0.00475,0.00515,0.00469,0.00507,94421812.4
21,1602979200000,0.00507,0.00544,0.00507,0.00544,70882125.9
22,1603065600000,0.00543,0.00546,0.00501,0.00521,206985048.2
23,1603152000000,0.00521,0.0053,0.00472,0.00474,154461401.6
24,1603238400000,0.00474,0.005,0.00473,0.00475,156994712.5
25,1603324800000,0.00475,0.00503,0.00475,0.0048,193356147.9
26,1603411200000,0.0048,0.00493,0.00457,0.00484,148854858.0
27,1603497600000,0.00484,0.00497,0.00477,0.0048,85854306.8
28,1603584000000,0.00479,0.0048,0.0046,0.00471,111245379.9
29,1603670400000,0.0047,0.0048,0.00445,0.00466,106738678.4
30,1603756800000,0.00466,0.00469,0.00415,0.00427,220550926.5
31,1603843200000,0.00426,0.00438,0.00408,0.00418,111881093.3
32,1603929600000,0.00418,0.00435,0.00416,0.00424,85053427.1
33,1604016000000,0.00423,0.00431,0.00389,0.0042,131584449.8
34,1604102400000,0.0042,0.00449,0.00412,0.00441,81201727.1
35,1604188800000,0.00438,0.0055,0.00438,0.00485,588542218.1
36,1604275200000,0.00482,0.00488,0.00437,0.00438,197571889.6
37,1604361600000,0.00437,0.00439,0.00402,0.00412,111967548.8
38,1604448000000,0.00412,0.00441,0.00404,0.00425,105210926.9
39,1604534400000,0.00425,0.00446,0.00404,0.00425,206359190.4
40,1604620800000,0.00425,0.00495,0.00425,0.00488,298352713.9
41,1604707200000,0.00489,0.00524,0.00436,0.00473,282727653.7
42,1604793600000,0.00473,0.00509,0.00466,0.00502,102598255.8
43,1604880000000,0.00504,0.0053,0.0047,0.00528,129649415.3
44,1604966400000,0.00528,0.0055,0.00506,0.00535,243217256.4
45,1605052800000,0.00533,0.00544,0.00504,0.00516,163549123.6
46,1605139200000,0.00516,0.00516,0.00489,0.00505,127558423.5
47,1605225600000,0.00506,0.00528,0.00503,0.00522,101505089.4
48,1605312000000,0.00522,0.0053,0.00481,0.00486,145678853.6
49,1605398400000,0.00487,0.00501,0.00463,0.00474,175408664.6
50,1605484800000,0.00473,0.00502,0.00468,0.00491,164429727.4
51,1605571200000,0.00491,0.00519,0.00486,0.00499,194183283.8
52,1605657600000,0.00497,0.00506,0.00443,0.00476,287651986.9
53,1605744000000,0.00476,0.00493,0.00452,0.00465,217783463.5
54,1605830400000,0.00465,0.00533,0.00459,0.00511,420852640.2
55,1605916800000,0.00511,0.00565,0.0051,0.00557,460326750.0
56,1606003200000,0.00558,0.00577,0.00498,0.00519,410563447.2
57,1606089600000,0.00518,0.00591,0.00509,0.00545,562355007.6
58,1606176000000,0.00545,0.00631,0.00541,0.00597,606799886.3
59,1606262400000,0.00597,0.00685,0.00571,0.00606,622973714.5
60,1606348800000,0.00607,0.00643,0.00476,0.00529,718338086.7
61,1606435200000,0.0053,0.00542,0.00477,0.005,269439307.5
62,1606521600000,0.005,0.00544,0.00493,0.00535,245533330.5
63,1606608000000,0.00535,0.0058,0.00526,0.00541,215821934.3
64,1606694400000,0.00541,0.00567,0.00527,0.00559,268358212.7
65,1606780800000,0.00558,0.00569,0.00511,0.00531,499248885.3
66,1606867200000,0.00531,0.00548,0.00523,0.0054,191395427.5
67,1606953600000,0.0054,0.00544,0.00525,0.00531,211964062.4
68,1607040000000,0.0053,0.00543,0.00497,0.00508,224465899.1
69,1607126400000,0.00508,0.00529,0.0049,0.00518,140510272.7
70,1607212800000,0.00517,0.00526,0.00503,0.00511,110602224.1
71,1607299200000,0.00512,0.00525,0.00482,0.00517,234013019.2
72,1607385600000,0.00518,0.00519,0.00468,0.00474,190171605.2
73,1607472000000,0.00474,0.00519,0.00461,0.00514,286529192.3
74,1607558400000,0.00514,0.00519,0.00479,0.00482,157436764.8
75,1607644800000,0.00482,0.00484,0.00453,0.00455,209675178.7
76,1607731200000,0.00454,0.00529,0.00454,0.00526,329520951.2
77,1607817600000,0.00525,0.00558,0.00506,0.00541,315979747.2
78,1607904000000,0.0054,0.00541,0.00503,0.00523,270227604.1
79,1607990400000,0.00524,0.00552,0.00506,0.0054,267864124.9
80,1608076800000,0.0054,0.00569,0.00521,0.00557,510553532.5
81,1608163200000,0.00557,0.0057,0.00506,0.00512,610840899.9
82,1608249600000,0.00512,0.00532,0.00495,0.00518,400141210.8
83,1608336000000,0.00517,0.00539,0.00514,0.00521,340599675.4
84,1608422400000,0.00521,0.0055,0.00509,0.00528,397684695.3
85,1608508800000,0.00527,0.00535,0.00473,0.00503,304858664.6
86,1608595200000,0.00502,0.00524,0.00487,0.00511,206944364.6
87,1608681600000,0.00511,0.00517,0.00411,0.00435,390731131.9
88,1608768000000,0.00436,0.00474,0.0043,0.00472,186862396.4
89,1608854400000,0.00473,0.0049,0.00456,0.00475,188790944.8
90,1608940800000,0.00475,0.00489,0.00455,0.00476,168727665.3
91,1609027200000,0.00476,0.00514,0.00463,0.00492,304033263.5
92,1609113600000,0.00493,0.0051,0.00476,0.0048,223139891.1
93,1609200000000,0.0048,0.00481,0.00421,0.00444,278766696.6
94,1609286400000,0.00443,0.0045,0.00407,0.0041,273859475.5
95,1609372800000,0.00409,0.00429,0.004,0.00423,323644723.2
96,1609459200000,0.00424,0.00449,0.0041,0.00423,631336691.8
97,1609545600000,0.00423,0.00439,0.00412,0.00423,966094638.3
98,1609632000000,0.00424,0.005,0.0042,0.00488,1025730418.7
99,1609718400000,0.00488,0.00568,0.0045,0.00494,968048582.3
100,1609804800000,0.00495,0.00537,0.0049,0.00501,509242662.3
101,1609891200000,0.00501,0.00571,0.00486,0.00556,742682007.2
102,1609977600000,0.00555,0.00645,0.00537,0.00625,810327376.6
103,1610064000000,0.00625,0.00675,0.00571,0.00665,613266255.9
104,1610150400000,0.00664,0.0088,0.00633,0.00748,1432446818.0
105,1610236800000,0.00748,0.00759,0.00622,0.00682,701483758.7
106,1610323200000,0.00682,0.00688,0.0052,0.00623,737419407.7
107,1610409600000,0.00621,0.0065,0.00592,0.00606,319673301.9
108,1610496000000,0.00606,0.00669,0.00575,0.00657,233473120.7
109,1610582400000,0.00659,0.00749,0.00642,0.00716,351337778.5
110,1610668800000,0.00715,0.00756,0.0064,0.00716,379566298.8
111,1610755200000,0.00716,0.00766,0.00701,0.00709,329707193.2
112,1610841600000,0.00709,0.0073,0.00673,0.00709,353649093.4
113,1610928000000,0.0071,0.00786,0.00697,0.00769,562471421.3
114,1611014400000,0.0077,0.00814,0.00746,0.0076,407473569.5
115,1611100800000,0.00758,0.00779,0.00677,0.00758,423781459.6
116,1611187200000,0.00759,0.00765,0.0069,0.00699,355024852.1
117,1611273600000,0.00699,0.00731,0.00616,0.00716,322104141.0
118,1611360000000,0.00716,0.00764,0.0071,0.00755,324537176.6
119,1611446400000,0.00755,0.00785,0.00734,0.00744,337411418.7
120,1611532800000,0.00744,0.00756,0.00725,0.00726,241158463.4
121,1611619200000,0.00726,0.00732,0.00681,0.00726,273869373.3
122,1611705600000,0.00726,0.00726,0.00631,0.00697,408288459.5
123,1611792000000,0.00699,0.00975,0.00688,0.00817,1533586276.3
124,1611878400000,0.00818,0.0094,0.00813,0.00857,932337833.9
125,1611964800000,0.00855,0.0095,0.0083,0.00902,516464625.3
126,1612051200000,0.00901,0.00919,0.00812,0.00861,250917879.3
127,1612137600000,0.00863,0.0088,0.00814,0.00845,240909068.2
128,1612224000000,0.00845,0.00944,0.00837,0.0093,359572691.2
129,1612310400000,0.00929,0.011,0.00909,0.01056,558309768.3
130,1612396800000,0.01056,0.01198,0.0103,0.01051,655387759.5
131,1612483200000,0.01053,0.01185,0.0105,0.0115,352880414.9
132,1612569600000,0.0115,0.01158,0.01034,0.01071,338716105.9
133,1612656000000,0.0107,0.01141,0.01008,0.01065,335302426.6
134,1612742400000,0.01065,0.01316,0.01059,0.01302,715150346.6
135,1612828800000,0.01302,0.02279,0.01264,0.02077,2140795103.0
136,1612915200000,0.0208,0.02199,0.01651,0.01875,872834303.0
137,1613001600000,0.01872,0.021,0.01738,0.01844,605867387.4
138,1613088000000,0.01844,0.02344,0.0175,0.02185,804357486.7
139,1613174400000,0.02188,0.03145,0.0215,0.02861,1893678710.3
140,1613260800000,0.02864,0.03866,0.02851,0.03506,2223848331.4
141,1613347200000,0.03508,0.0355,0.02703,0.03057,944086733.1
142,1613433600000,0.03057,0.03337,0.02681,0.02835,522054226.6
143,1613520000000,0.02837,0.02998,0.0251,0.02703,764574013.3
144,1613606400000,0.02696,0.02959,0.02581,0.02798,537180946.6
145,1613692800000,0.02804,0.0338,0.02785,0.0327,688403241.9
146,1613779200000,0.03269,0.035,0.028,0.0297,612431389.6
147,1613865600000,0.02974,0.03154,0.02866,0.02938,429824300.0
148,1613952000000,0.02937,0.02999,0.0216,0.026,610081033.5
149,1614038400000,0.02599,0.026,0.017,0.02051,741591066.4
150,1614124800000,0.02051,0.02462,0.01928,0.02296,397232479.9
151,1614211200000,0.02297,0.02948,0.02166,0.02416,574077243.0
152,1614297600000,0.02417,0.03035,0.0227,0.02859,1046055063.5
153,1614384000000,0.02861,0.02919,0.02461,0.02574,403444993.6
154,1614470400000,0.02572,0.026,0.02151,0.02414,460129302.9
155,1614556800000,0.02423,0.0305,0.02409,0.02913,510021854.0
156,1614643200000,0.02912,0.03194,0.02716,0.02882,375052013.3
157,1614729600000,0.02887,0.03148,0.02846,0.02998,334656127.0
158,1614816000000,0.02999,0.03332,0.02844,0.03257,377456781.1
159,1614902400000,0.03257,0.0375,0.0295,0.03619,868674818.8
160,1614988800000,0.03619,0.04347,0.03527,0.03766,1275291140.6
161,1615075200000,0.03765,0.03886,0.03551,0.03705,495611515.1
162,1615161600000,0.03706,0.0385,0.03435,0.03623,465483232.4
163,1615248000000,0.03619,0.04249,0.03555,0.04191,572349646.3
164,1615334400000,0.0419,0.04694,0.03965,0.0413,838513052.2
165,1615420800000,0.04131,0.04248,0.0382,0.04211,423519641.4
166,1615507200000,0.04211,0.06335,0.04125,0.05866,2361599989.7
167,1615593600000,0.05864,0.0677,0.05215,0.05312,2027067176.6
168,1615680000000,0.05312,0.08979,0.05251,0.0812,2745076718.5
169,1615766400000,0.08119,0.108,0.07608,0.08642,4361249636.2
170,1615852800000,0.08644,0.10159,0.07586,0.08425,1625286987.6
171,1615939200000,0.08411,0.08919,0.07371,0.08221,1021662300.6
172,1616025600000,0.08221,0.1025,0.07805,0.09517,1535745718.6
173,1616112000000,0.09517,0.127,0.08964,0.11644,2778909039.7
174,1616198400000,0.11644,0.12525,0.1075,0.11328,1044740179.2
175,1616284800000,0.11328,0.18166,0.11081,0.17651,3468721254.7
176,1616371200000,0.17666,0.192,0.148,0.15511,2556392774.5
177,1616457600000,0.15513,0.18733,0.13817,0.15772,1800060579.8
178,1616544000000,0.15764,0.22,0.1569,0.19799,2338117611.3
179,1616630400000,0.19833,0.20176,0.166,0.17853,1531375608.6
180,1616716800000,0.17886,0.19555,0.175,0.18096,858665034.8
181,1616803200000,0.18093,0.189,0.16278,0.16448,692706271.5
182,1616889600000,0.16413,0.2093,0.16,0.20116,1259205537.1
183,1616976000000,0.20116,0.22403,0.19258,0.19846,1207021157.5
184,1617062400000,0.19843,0.204,0.185,0.18989,695047300.9
185,1617148800000,0.18989,0.19042,0.17,0.17622,584699433.4
186,1617235200000,0.17639,0.1964,0.17213,0.17699,650824318.6
187,1617321600000,0.177,0.17869,0.166,0.16906,455902255.6
188,1617408000000,0.16906,0.1806,0.1452,0.15166,822935366.5
189,1617494400000,0.15162,0.17,0.14888,0.15868,632136378.4
190,1617580800000,0.1585,0.16976,0.15,0.15433,710158109.4
191,1617667200000,0.1543,0.15972,0.13404,0.14504,647671230.7
192,1617753600000,0.14512,0.16937,0.1185,0.15477,1560562692.3
193,1617840000000,0.15512,0.17697,0.15291,0.16085,865447644.8
194,1617926400000,0.16086,0.1684,0.15411,0.15741,479437283.4
195,1618012800000,0.15741,0.16065,0.147,0.15029,417031423.1
196,1618099200000,0.1505,0.15571,0.14228,0.14247,386107794.0
197,1618185600000,0.14241,0.1495,0.136,0.14936,552059096.5
198,1618272000000,0.14936,0.16438,0.14404,0.14724,816045949.8
199,1618358400000,0.14726,0.15318,0.13989,0.14964,561283602.7
200,1618444800000,0.14961,0.165,0.14429,0.1538,601373184.9
201,1618531200000,0.15379,0.15452,0.136,0.14116,768858872.1
202,1618617600000,0.14109,0.15522,0.14102,0.14338,661154065.8
203,1618704000000,0.14327,0.145,0.101,0.12835,872505411.4
204,1618790400000,0.12834,0.13893,0.11162,0.11587,662902215.1
205,1618876800000,0.11571,0.12492,0.10536,0.11962,659234800.3
206,1618963200000,0.11967,0.12543,0.11302,0.11453,411047205.1
207,1619049600000,0.11438,0.1248,0.10092,0.10434,475318214.8
208,1619136000000,0.10433,0.1089,0.06959,0.10626,919818941.1
209,1619222400000,0.1064,0.10924,0.09554,0.09929,391465867.4
210,1619308800000,0.09929,0.10558,0.08729,0.09564,246765776.7
211,1619395200000,0.09569,0.14794,0.095,0.13624,1438646474.6
212,1619481600000,0.13623,0.152,0.13179,0.14192,747291707.2
213,1619568000000,0.14208,0.152,0.12579,0.13256,558303068.1
214,1619654400000,0.13255,0.14599,0.125,0.13236,512056192.0
215,1619740800000,0.13242,0.1596,0.12956,0.15268,753670497.1
216,1619827200000,0.15264,0.15266,0.1426,0.1459,342866700.3
217,1619913600000,0.14589,0.14639,0.13587,0.14035,255822288.4
218,1620000000000,0.14022,0.1499,0.13838,0.14134,311177487.4
219,1620086400000,0.1413,0.14166,0.11944,0.12244,439870700.0
220,1620172800000,0.12244,0.1375,0.12066,0.1309,366648985.7
221,1620259200000,0.13087,0.13262,0.12259,0.12751,314165917.3
222,1620345600000,0.12753,0.14114,0.124,0.1301,433881755.5
223,1620432000000,0.13018,0.13379,0.12501,0.12732,219224832.7
224,1620518400000,0.12731,0.132,0.11944,0.13121,276292275.2
225,1620604800000,0.13121,0.15176,0.1101,0.12173,945478150.7
226,1620691200000,0.12176,0.12999,0.115,0.12458,363022934.1
227,1620777600000,0.12458,0.13166,0.10523,0.10663,444840687.6
228,1620864000000,0.10663,0.11565,0.09833,0.10902,499692667.3
229,1620950400000,0.10902,0.12421,0.1079,0.11548,311829711.4
230,1621036800000,0.11544,0.17658,0.11297,0.15842,1751464724.7
231,1621123200000,0.15837,0.18506,0.14509,0.14886,2198346692.8
232,1621209600000,0.149,0.16639,0.13162,0.13448,1161043747.1
233,1621296000000,0.13445,0.18858,0.13425,0.17543,1863774901.7
234,1621382400000,0.17546,0.17736,0.07,0.10765,2258644809.8
235,1621468800000,0.10747,0.14,0.095,0.12139,1214594791.9
